GeneID	TranscriptID	Length	D21_V_1	D21_IFN_1	D21_V_2	D21_IFN_2	D21_V_3	D21_IFN_3
SLFN12L	NM_001363830	2733	55	572	69	253	33	352
FNDC8	NM_017559	1352	22	30	33	19	11	15
SLFN5	NM_144975	10554	7280	17925	10522	8564	7106	11763
LIG3	NM_013975	8382	6871	10679	7572	6115	5713	6263
TBC1D3D	NM_001291465	6192	8	6	6	8	12	9
MMP28	NM_032950	5050	0	2	0	0	0	0
MMP28	NM_024302	4924	0	2	0	0	0	0
TBC1D3G	NM_001291462	6193	8	6	6	8	12	9
MMP28	NM_001032278	2052	0	0	0	0	0	0
LOC440434	NR_036750	2954	22	54	39	10	30	25
GGNBP2	NM_024835	5628	8058	12062	10380	6329	7090	7713
TBC1D3F	NM_032258	6231	17	19	20	5	7	15
MMP28	NR_111988	4371	0	2	0	0	3	2
TBC1D3K	NM_001291464	6194	14	14	16	8	11	17
TBC1D3H	NM_001123392	6405	8	6	6	8	12	9
TBC1D3I	NM_001291463	6193	8	6	6	8	12	9
TBC1D3B	NM_001001417	6329	8	6	6	8	12	9
TBC1D3L	NM_001291459	6229	8	6	6	8	12	9
TBC1D3L	NM_001369500	10514	14	17	16	27	22	19
ACACA	NM_198836	19112	11607	18507	12954	10408	9009	10109
DDX52	NM_007010	12758	6951	11389	8455	5026	5676	6754
DDX52	NM_001291476	12988	6953	11392	8459	5026	5676	6754
AATF	NM_012138	4124	16265	25300	19169	14174	13795	15650
ACACA	NM_198837	19252	11216	17932	12534	10024	8768	9803
ACACA	NM_198838	19474	11239	17967	12560	10031	8800	9815
ACACA	NM_198834	20027	11650	18569	12960	10427	9108	10176
ACACA	NM_198839	21325	11634	18545	12947	10399	9105	10163
SRCIN1	NM_025248	14130	21	24	33	7	12	18
TBC1D3D	NM_001291465_dup1	6195	66	43	37	29	28	20
YWHAEP7	NR_024178	4910	0	1	1	0	2	1
TBC1D3I	NM_001291463_dup1	6195	66	43	37	29	28	20
SOCS7	NM_014598	16516	3719	6117	4428	3036	3109	3626
TBC1D3H	NM_001123392_dup1	6405	66	44	38	29	28	20
TBC1D3C	NM_001001418	6315	29	53	30	21	33	29
TBC1D3L	NM_001291459_dup1	6231	66	43	37	29	28	20
TBC1D3L	NM_001369499	11064	67	43	37	29	29	20
TBC1D3L	NM_001369500_dup1	10515	67	43	37	29	28	20
TBC1D3L	NM_001369501	10317	56	42	37	26	27	20
TBC1D3L	NM_001369503	11850	67	43	37	29	29	20
FBXL20	NM_032875	10332	2099	2903	2530	1377	1774	1667
CACNB1	NM_000723	3711	1133	1763	1381	1191	1070	1260
ERBB2	NM_001289936	4923	742	1122	835	570	580	569
ERBB2	NM_001289937	4394	570	861	661	437	432	415
LINC00672	NR_038847	3692	39	66	39	31	61	32
RDM1P5	NR_036551	2305	4	12	17	2	9	4
ERBB2	NM_001289938	2561	319	505	366	255	273	240
CACNB1	NM_199247	1855	504	728	593	543	457	512
CACNB1	NM_199248	1720	513	748	602	560	474	533
ERBB2	NM_004448	4647	653	985	735	505	489	499
ERBB2	NR_110535	4710	653	986	735	505	490	499
ERBB2	NM_001005862	4872	731	1105	829	553	565	556
FBXL20	NM_001184906	10236	2041	2812	2465	1325	1721	1616
FBXL20	NM_001370208	10450	2148	2971	2578	1383	1811	1692
FBXL20	NM_001370209	10354	2090	2880	2513	1331	1758	1641
GSDMA	NM_178171	2135	16	16	26	24	12	7
SMARCE1	NM_003079	5150	22706	33914	25627	16085	18743	20968
WIPF2	NM_133264	7492	7930	12370	9690	7443	6760	7688
TNS4	NM_032865	4085	11	24	21	15	12	5
LINC00974	NR_038442	2141	0	0	0	0	0	0
KRTAP9-7	NM_001277332	1153	0	0	0	0	0	0
ATP6V0A1	NM_001130020	4141	5762	7893	7926	5104	4904	4783
ATP6V0A1	NM_001130021	4138	5715	7837	7857	5038	4851	4736
EZH1	NM_001321082	4513	4126	6324	5028	3556	3418	3546
EZH1	NM_001321081	4606	4187	6433	5090	3624	3463	3607
STAT3	NM_139276	4973	17390	49708	22212	27831	14095	29294
STAT3	NM_001369516	4918	16337	46709	20777	25675	13103	27399
STAT3	NM_001369514	4899	15834	45547	20217	24684	12737	26602
STAT3	NM_001369513	4902	16700	48091	21402	26340	13508	28183
STAT5B	NM_012448	5094	20611	31282	22629	16428	16722	18743
STAT3	NM_001369518	4852	15583	44973	20058	24269	12568	26261
EZH1	NM_001991	4633	4299	6599	5227	3736	3564	3695
RETREG3	NR_026697	3778	9246	12971	10320	7120	7547	7597
STAT3	NM_001369520	4868	15760	45124	20105	24592	12641	26479
STAT3	NM_213662	4871	16086	46135	20618	25260	12934	27058
RETREG3	NM_178126	3749	9590	13466	10730	7399	7824	7871
EZH1	NM_001321079	4542	4165	6365	5063	3616	3419	3562
ATP6V0A1	NM_005177	4120	5714	7832	7848	5030	4845	4735
STAT3	NM_001369519	4846	15046	43437	19326	23261	12102	25358
STAT3	NM_001369517	4849	15372	44448	19839	23929	12395	25937
STAT3	NM_003150	4896	15623	45022	19998	24344	12564	26278
STAT3	NM_001369512	4899	16489	47566	21183	26000	13335	27859
DHX8	NM_001302623	3832	9307	15025	10414	8088	7149	8819
BRCA1	NM_007300	7151	10845	15980	12727	7486	8974	9767
DHX8	NM_001322219	4231	9347	15058	10419	8157	7179	8845
DHX8	NM_001322218	3826	8735	14109	9733	7503	6663	8239
DHX8	NR_136226	4303	10342	16717	11713	9127	7935	9886
DHX8	NR_136225	4557	10783	17430	12197	9485	8268	10265
DHX8	NR_136227	4125	10078	16249	11327	8670	7688	9517
DUSP3	NM_004090	4094	1319	1868	1926	1069	1048	1098
MEOX1	NM_004527	2673	72	68	116	38	88	70
BRCA1	NM_007297	7028	10811	15950	12693	7517	8960	9741
BRCA1	NM_007298	3682	6186	9060	7050	4762	4930	5631
LINC00910	NR_027412	2656	80	117	79	55	65	73
LINC00910	NR_027413	3024	131	168	115	130	78	110
MPP2	NM_001278370	4310	14	25	18	19	21	10
MPP2	NM_001278371	4246	14	25	18	19	21	9
BRCA1	NM_007294	7207	11063	16332	12949	7741	9184	9992
MEOX1	NM_001040002	2196	65	66	113	32	81	65
MEOX1	NM_013999	2141	52	56	88	23	60	45
BRCA1	NM_007299	3696	5743	8375	6505	4363	4524	5177
DHX8	NM_004941	5549	11637	18780	13101	10265	8958	11056
DHX8	NM_001322221	4301	10208	16483	11484	8889	7771	9668
DHX8	NM_001322216	4389	10782	17403	12177	9477	8261	10252
DHX8	NM_001322217	4221	10390	16775	11665	9118	7912	9811
DHX8	NM_001322220	4110	9438	15258	10539	8195	7254	8943
BRCA1	NR_027676	7152	10829	15996	12694	7483	9004	9787
DHX8	NR_136228	5907	11542	18659	12957	9950	8868	10961
GPATCH8	NM_001304939	6757	15823	24375	18715	15467	13385	14473
GPATCH8	NM_001304941	6850	16144	24893	19077	15691	13608	14793
RUNDC3A-AS1	NR_110802	5081	62	101	78	72	41	43
GPATCH8	NM_001304943	6913	15703	24189	18546	15392	13272	14350
GJC1	NM_005497	7692	1008	1566	1174	611	934	1066
GPATCH8	NM_001304942	6759	15800	24350	18654	15439	13313	14445
GPATCH8	NM_001304940	6973	16150	24901	19087	15697	13617	14808
ASB16	NM_080863	2142	35	56	39	15	32	29
GJC1	NM_001080383	7640	970	1517	1147	594	897	1037
GPATCH8	NM_001002909	6832	16143	24891	19076	15691	13608	14791
PLEKHM1	NM_001352825	9087	2112	3081	2534	1671	1630	1779
MAPT-AS1	NR_024559	2521	0	0	0	0	0	0
MAPT	NM_001123066	20442	6	10	5	5	10	11
LINC02210-CRHR1	NM_001256299	8086	305	417	315	167	241	235
PLEKHM1	NM_014798	15720	5366	7627	6274	4306	4169	4633
LOC339192	NR_147507	844	511	874	613	478	524	464
LINC02210-CRHR1	NM_001303016	7567	263	362	282	149	211	201
PLEKHM1	NR_027774	14976	4928	7000	5799	3944	3845	4261
MAPT	NM_016834	16389	5	10	5	5	9	9
MAPT	NM_016835	20280	6	10	5	5	10	11
MAPT	NM_001203252	17148	5	9	5	5	9	10
MAPT	NM_001203251	16371	5	9	5	5	9	10
MAPT	NM_005910	17427	5	10	5	5	9	10
MAPT	NM_016841	16110	5	9	5	5	9	9
MAPT	NM_001123067	17166	5	10	5	5	9	10
PLEKHM1	NR_027782	14565	4892	6875	5663	3849	3782	4193
GOSR2	NR_148350	2147	1508	2585	1730	1547	1251	1682
GOSR2	NR_148351	1638	1503	2579	1718	1536	1248	1677
GOSR2	NM_004287	3975	8207	15031	10027	8774	6814	9278
NSF	NM_006178	11943	3309	4699	4247	2465	2482	2792
NSFP1	NR_033799	1761	18	40	141	50	360	20
ARL17A	NM_001288812	2242	12	17	7	8	7	11
ARL17A	NM_016632	2550	12	18	5	8	8	12
ARL17B	NM_001103154	4052	12	14	3	8	7	11
ARL17A	NM_001288811	6736	22	25	25	16	23	18
ARL17A	NM_001288813	6508	22	25	25	16	23	18
GOSR2	NM_001012511	2225	2955	5231	3582	3389	2500	3416
GOSR2	NM_001321134	3882	6838	12495	8176	7031	5550	7641
GOSR2	NM_001330252	3834	6800	12427	8126	6984	5507	7590
GOSR2	NM_001353115	3831	5965	11089	7197	6016	4819	6665
GOSR2	NM_001363851	4386	8248	15104	10083	8831	6859	9333
GOSR2	NM_001353114	3972	7325	13620	9033	7697	6081	8295
GOSR2	NM_001321133	1083	2689	4853	3404	3074	2343	3156
GOSR2	NR_148349	2288	2706	4874	3422	3094	2355	3168
NSF	NR_040116	11835	3307	4689	4245	2452	2480	2782
WNT3	NM_030753	9859	45	101	90	54	68	64
GOSR2	NM_001353116	1938	2225	4230	2800	2284	1873	2482
GOSR2	NM_054022	2082	4159	7695	5350	4587	3565	4787
LRRC37A2	NM_001006607	15525	658	978	831	651	576	558
CDK5RAP3	NM_001278216	2921	12567	20721	12701	10957	10539	11651
CDK5RAP3	NM_001278217	2706	11806	19319	11832	9999	9892	10904
CDK5RAP3	NM_001278198	2632	11265	18606	11386	9796	9350	10415
THCAT158	NR_110881	563	16	34	30	13	17	18
THCAT158	NR_110880	699	23	44	28	50	27	22
TBKBP1	NM_014726	4134	65	370	104	160	55	195
NPEPPS	NM_006310	4309	16340	24898	19491	12741	13569	14753
NPEPPS	NM_001330257	4158	15720	24031	18883	12135	13038	14096
CDK5RAP3	NM_001278197	1995	9937	16025	9789	8237	8303	9054
CDK5RAP3	NM_176096	1834	10182	16458	10090	8527	8558	9348
B4GALNT2	NM_001159388	1819	2	0	0	0	0	0
LOC105371814	NR_135674	738	51	61	57	59	44	41
IGF2BP1	NM_006546	8796	156	223	162	129	89	110
B4GALNT2	NM_001159387	8655	2	0	0	1	1	1
B4GALNT2	NM_153446	9068	2	0	0	1	1	1
IGF2BP1	NM_001160423	8379	135	201	140	108	74	96
SPOP	NM_001007228	2850	6652	10409	8015	5086	5420	6322
ITGA3	NM_002204	4889	1165	1807	1469	1096	893	1019
KAT7	NM_001199158	9007	5089	7495	5857	3996	4075	4649
KAT7	NM_001199157	9184	5502	8067	6305	4480	4409	4984
PHB	NM_001281715	1953	27872	40492	27463	22557	22899	26370
LOC100288866	NR_103773	1221	1	1	0	0	2	0
PHB	NM_002634	1834	27733	40268	27314	22507	22792	26223
KAT7	NM_001199155	9424	6129	9064	7040	5296	4987	5628
KAT7	NM_001199156	9097	5523	8066	6362	4349	4390	4998
KAT7	NM_001346706	9274	5938	8638	6810	4833	4724	5337
KAT7	NM_007067	9514	6744	9867	7753	5859	5470	6142
COL1A1	NM_000088	5927	517	820	815	564	639	678
SPOP	NM_003563	3038	6711	10526	8088	5127	5490	6374
PHB	NM_001281497	1510	11982	17459	11214	8823	9439	11160
PHB	NM_001281496	1909	27468	39933	27054	22180	22539	25927
SPOP	NM_001007226	3090	6731	10552	8122	5159	5501	6410
SPOP	NM_001007227	2968	6691	10454	8053	5109	5447	6361
SPOP	NM_001007229	2967	6750	10503	8078	5102	5471	6399
SPOP	NM_001007230	3019	6775	10537	8103	5132	5490	6432
CACNA1G	NM_001256328	8245	35	25	51	63	32	35
SPAG9	NM_001130528	8276	8505	12924	10417	6095	7211	7834
SPAG9	NM_003971	8234	8448	12831	10323	6037	7158	7771
SPAG9	NM_001251971	7850	7277	11047	9091	4946	6155	6619
SPAG9	NM_001130527	8246	8448	12831	10324	6041	7158	7771
CACNA1G	NM_018896	8599	35	25	51	63	32	35
CACNA1G	NM_001256331	8164	35	25	51	63	32	33
CACNA1G	NM_198382	7898	33	25	46	56	31	33
CACNA1G	NM_001256329	8218	35	25	51	63	32	33
CACNA1G	NM_001256330	8185	35	25	51	63	32	33
CACNA1G	NM_198396	8144	33	25	46	56	31	33
CACNA1G	NR_046054	8271	35	25	51	63	32	35
CACNA1G	NM_001256360	8212	35	25	51	63	32	33
CACNA1G	NM_198376	7981	35	23	49	60	31	34
CACNA1G	NM_198384	8320	35	25	51	63	32	35
ACSF2	NM_001288968	2320	1171	1783	1320	1025	848	973
ACSF2	NM_001288969	2206	1072	1577	1167	922	744	873
ACSF2	NM_001288970	2116	1060	1558	1165	926	738	863
ACSF2	NM_001288971	1920	941	1381	1064	844	665	767
ACSF2	NM_001288972	2162	1071	1581	1177	927	740	873
CACNA1G	NM_198387	8218	35	25	50	63	32	34
CACNA1G	NM_198388	8197	35	25	50	63	32	34
CACNA1G	NM_198386	8266	35	25	51	63	32	35
CACNA1G	NM_198377	8566	35	25	51	63	32	35
ACSF2	NM_025149	2245	1168	1777	1318	1019	848	970
CACNA1G	NM_001256359	8239	35	25	51	63	32	33
CACNA1G	NM_001256333	8083	35	23	50	60	31	35
CACNA1G	NM_198383	8386	35	25	50	63	32	34
CACNA1G	NM_001256325	8341	35	25	51	63	32	35
CACNA1G	NM_001256324	8410	35	25	51	63	32	35
CACNA1G	NM_001256326	8329	35	25	51	63	32	33
LUC7L3	NM_016424	6983	19093	32434	25276	16515	17876	19741
CACNA1G	NM_198379	8362	35	25	50	63	32	34
CACNA1G	NM_198378	8287	35	25	51	63	32	35
CACNA1G	NM_001256334	8050	35	23	50	60	31	35
LUC7L3	NM_001330330	6878	17789	30262	23484	15139	16586	18330
MBTD1	NM_017643	5365	2156	3264	2727	1182	1909	1866
LUC7L3	NM_006107	2012	15231	25212	19555	14069	14120	15755
CACNA1G	NM_198380	8431	35	25	51	63	32	35
CACNA1G	NM_001256327	8299	35	25	51	63	32	35
CACNA1G	NM_001256361	8206	35	25	51	63	32	33
CACNA1G	NM_001256332	8149	35	25	50	63	32	32
CACNA1G	NM_198385	8464	35	25	51	63	32	35
CACNA1G	NR_046055	8238	35	25	51	63	32	35
CACNA1G	NR_046056	8217	35	25	51	63	32	35
CACNA1G	NR_046057	8202	35	25	50	63	32	34
CACNA1G	NR_046058	8148	35	25	50	63	32	34
CA10	NM_001082534	2935	0	0	1	0	0	0
CA10	NM_020178	3179	0	0	1	0	0	0
CA10	NM_001082533	3370	0	0	1	0	0	0
TOM1L1	NM_005486	2168	82	125	126	50	76	106
TOM1L1	NM_001321174	2176	80	116	116	50	62	101
TOM1L1	NM_001321175	2348	87	142	130	50	84	116
TOM1L1	NM_001321176	2343	82	123	120	50	69	105
HLF	NM_002126	5721	14	15	25	0	12	10
HLF	NM_001330375	5175	14	14	22	0	11	10
TOM1L1	NM_001321173	2018	52	76	60	28	45	53
STXBP4	NM_178509	15590	881	1292	1097	496	768	808
ANKFN1	NM_001365758	9300	6	5	15	5	3	9
ANKFN1	NM_153228	2426	6	3	14	2	3	6
ANKFN1	NM_001370326	9314	6	5	15	5	3	9
MSI2	NM_170721	2137	1610	2380	2025	1351	1444	1585
MSI2	NM_001322251	2340	1916	2845	2421	1587	1783	1974
TSPOAP1	NM_001261835	7671	1484	2737	1828	1565	1343	1502
HSF5	NM_001080439	4118	229	329	280	158	140	176
TSPOAP1-AS1	NR_038410	2483	2779	4269	3247	2261	2323	2559
TEX14	NM_001201457	4946	176	252	252	139	121	159
TEX14	NM_198393	4928	176	251	252	136	120	159
TSPOAP1	NM_004758	7698	1532	2810	1856	1629	1385	1546
CUEDC1	NM_001271875	3710	315	315	480	206	260	229
EPX	NM_000502	2719	8	15	6	0	8	5
TSPOAP1	NM_024418	7518	1517	2787	1843	1615	1371	1537
TEX14	NM_031272	4808	175	250	250	136	120	159
PPM1E	NR_048561	6345	63	91	72	22	43	55
LINC01476	NR_110813	546	0	0	0	0	1	0
CLTC	NM_004859	8369	59264	91254	68444	38022	48159	55092
SKA2	NM_001330399	2829	7638	11729	8124	4075	6234	7154
CLTC	NM_001288653	8587	59387	91471	68570	38148	48270	55216
GDPD1	NM_001165994	1106	49	54	41	34	36	29
GDPD1	NM_001165993	1740	64	64	60	34	44	30
GDPD1	NM_182569	3240	86	117	107	56	66	69
SKA2	NM_001100595	2807	6208	9463	6586	3046	4986	5777
YPEL2	NM_001005404	5264	283	294	317	182	209	171
PPM1E	NM_014906	6560	64	99	74	25	45	60
SKA2	NM_182620	2809	7612	11659	8092	4056	6205	7117
RPS6KB1	NM_001272060	5354	6610	11206	8399	4893	5575	6641
USP32	NM_032582	6936	6632	10708	8418	5876	5654	6359
RPS6KB1	NM_003161	5426	6599	11196	8378	4871	5567	6631
RPS6KB1	NM_001369671	5186	5731	9615	7323	4154	4713	5705
RPS6KB1	NM_001369670	5362	5728	9656	7182	3965	4791	5684
RPS6KB1	NM_001369673	5630	6647	11271	8417	4960	5609	6682
RPS6KB1	NM_001369672	5447	6139	10471	7783	4288	5231	6135
RPS6KB1	NM_001369674	5679	6613	11222	8397	4892	5586	6653
RPS6KB1	NM_001369677	5754	6645	11264	8417	4937	5607	6679
RPS6KB1	NM_001369675	5571	6137	10456	7783	4265	5229	6132
RPS6KB1	NM_001369678	5501	6631	11230	8398	4916	5588	6657
RPS6KB1	NM_001369669	5318	6123	10430	7764	4244	5210	6110
C17orf64	NM_181707	975	0	7	7	3	5	2
RPS6KB1	NM_001272042	5285	6205	10498	7961	4572	5215	6192
RPS6KB1	NM_001272044	5483	6626	11247	8418	4937	5596	6666
RPS6KB1	NM_001272043	4238	4402	7686	5579	3011	3677	4550
RPS6KB1	NM_001369676	5404	5877	10003	7491	4032	4971	5907
RPS6KB1	NM_001369679	5758	6653	11269	8429	4938	5609	6689
RPS6KB1	NR_161455	5278	5934	9942	7512	4206	4932	5871
RPS6KB1	NR_161456	5429	6227	10510	7892	4544	5169	6244
RPS6KB1	NR_161461	5430	6607	11201	8390	4872	5569	6641
RPS6KB1	NR_161460	5669	6376	10742	8128	4683	5345	6366
RPS6KB1	NR_161459	5404	6284	10596	7981	4529	5291	6296
RPS6KB1	NR_161458	5623	6621	11252	8412	4905	5595	6665
RPS6KB1	NR_161457	5325	5855	9984	7477	4023	4964	5889
RPS6KB1	NR_161462	5322	6131	10435	7776	4245	5212	6120
CA4	NR_137422	2713	6	5	5	0	6	2
TBX4	NM_018488	3235	0	1	0	0	0	1
TBX4	NM_001321120	3394	0	1	0	0	0	1
BRIP1	NM_032043	8166	4193	6278	5283	2236	3742	3758
EFCAB3	NM_173503	1544	0	0	1	0	1	0
TLK2	NM_001284333	5405	5783	9400	6921	4883	4867	6036
TLK2	NM_001330418	5392	5726	9298	6799	4759	4812	5920
TLK2	NM_006852	5342	5898	9575	7038	5001	4965	6147
MARCHF10	NM_001100875	3044	2	1	2	0	1	0
EFCAB3	NM_001144933	1693	0	0	1	0	1	0
TLK2	NM_001284363	5085	5439	8852	6533	4488	4535	5612
MARCHF10	NM_152598	3071	2	1	2	0	1	0
MED13	NM_005121	10461	10081	16417	13043	6487	8473	9677
MRC2	NM_006039	5719	1182	1875	1639	1218	1152	1291
MARCHF10	NM_001288779	3185	2	1	2	0	1	0
MARCHF10	NM_001288780	3405	3	1	2	0	1	0
DCAF7	NM_005828	6324	28945	44972	33039	23825	23125	26699
CYB561	NM_001330421	2943	565	812	764	494	502	530
DCAF7	NR_073585	1359	8823	13491	10072	7563	6749	8064
LOC729683	NR_046273	2348	1872	2237	2082	1412	1380	1460
CYB561	NM_001915	2929	587	854	786	527	522	552
TANC2	NM_025185	12257	31	54	57	21	14	19
CYB561	NM_001017917	2968	565	816	763	501	501	532
CYB561	NM_001017916	3154	574	825	774	497	511	537
ERN1	NM_001433	7895	2073	3321	2558	1608	1655	1724
TEX2	NM_001288733	5276	4684	7247	5574	3740	3964	4394
TEX2	NM_001288732	5243	4852	7472	5792	3899	4132	4549
TEX2	NM_018469	5264	4858	7477	5792	3900	4137	4550
PECAM1	NM_000442	6812	239	299	314	208	224	197
LRRC37A3	NM_001303255	2790	125	190	153	133	102	109
SMURF2	NM_022739	6240	1881	2797	2147	1343	1477	1706
POLG2	NM_007215	1582	1476	2132	1842	1183	1333	1353
LRRC37A3	NM_199340	6047	240	378	310	228	206	226
RGS9	NM_001081955	2483	1567	2118	1880	1328	1378	1453
AXIN2	NM_004655	4258	103	108	110	76	48	65
RGS9	NM_001165933	1658	1304	1782	1506	1047	1108	1205
CEP112	NR_126542	1141	1	1	1	3	0	0
AXIN2	NM_001363813	4063	101	104	107	74	42	60
CEP112	NM_001037325	1222	1	2	3	3	2	5
RGS9	NM_003835	2492	1672	2314	2008	1431	1471	1578
CACNG4	NM_014405	3581	7	7	2	0	2	2
PRKCA	NM_002737	8964	577	820	700	376	341	414
CACNG5	NM_145811	10576	2	0	0	2	1	1
PITPNC1	NM_012417	6241	5428	6720	6150	3488	3771	3577
BPTF	NM_004459	11024	19322	29760	25626	15813	17316	18409
PITPNC1	NM_181671	6360	6170	7714	7071	4043	4277	4100
BPTF	NM_182641	11075	19642	30252	26095	16124	17570	18716
FAM20A	NM_001243746	4914	0	0	0	0	0	0
ABCA8	NM_007168	5720	1	2	0	0	0	3
ARSG	NM_001352909	2701	336	495	385	248	219	310
ARSG	NM_001352910	3381	374	562	432	274	245	352
ARSG	NM_001352901	4530	484	728	549	395	341	452
ARSG	NM_001352902	3259	481	702	537	348	334	411
PRKAR1A	NM_001278433	4305	22893	35547	26692	14614	18862	20982
PRKAR1A	NM_001276290	1212	10959	16882	12960	8589	9233	10046
ARSG	NM_001352905	3064	375	596	431	281	282	361
ARSG	NM_001352907	4468	437	716	532	364	332	440
ARSG	NM_001352900	4555	483	750	562	400	345	464
ARSG	NM_014960	4654	488	726	550	394	346	453
FAM20A	NR_027751	3702	0	0	0	0	0	0
ARSG	NM_001352903	4651	445	692	520	358	335	429
FAM20A	NM_017565	4688	0	0	0	0	0	0
ABCA8	NM_001288986	5828	1	2	0	0	0	3
ARSG	NM_001267727	2599	445	668	499	341	304	412
SLC16A6	NM_001174166	3818	1373	2351	1735	979	1131	1291
ABCA8	NM_001288985	6001	1	2	0	0	0	3
ARSG	NM_001352906	2980	421	665	491	306	314	385
ARSG	NM_001352904	3151	427	641	479	300	317	374
ARSG	NM_001352899	2983	464	699	521	342	325	409
SLC16A6	NM_004694	3691	1351	2310	1706	955	1117	1277
KCNJ16	NM_001291622	4146	2	0	0	0	0	0
KCNJ16	NM_170741	3983	2	0	0	0	0	0
MAP2K6	NM_002758	13405	2635	3670	3446	1781	2334	2397
KCNJ16	NM_170742	4020	2	0	0	0	0	0
LINC01483	NR_109971	712	2	3	1	2	2	0
LINC01483	NR_109972	622	2	3	1	2	2	0
KCNJ16	NM_001291625	4148	2	0	0	0	0	0
KCNJ16	NM_001291624	4067	2	0	0	0	0	0
KCNJ16	NM_001291623	3939	2	0	0	0	0	0
KCNJ16	NM_018658	4064	2	0	0	0	0	0
KCNJ16	NM_001270422	4192	2	0	0	0	0	0
CASC17	NR_104152	2062	0	0	0	0	0	0
SOX9-AS1	NR_103738	3033	13	15	21	7	12	12
LINC02097	NR_110827	2063	0	0	0	0	0	0
SOX9-AS1	NR_103737	1739	0	3	0	0	3	1
LINC00673	NR_152516	2527	289	322	390	190	213	211
LINC00673	NR_152515	2160	241	253	301	133	173	167
SLC39A11	NM_001159770	2753	1786	2625	1999	1283	1531	1725
SLC39A11	NM_001352693	2848	1739	2620	1955	1243	1533	1726
LINC00673	NR_137280	2425	282	315	378	178	209	204
SLC39A11	NM_001352691	3141	1762	2647	1985	1278	1556	1746
LINC00511	NR_033876	2265	4	0	2	0	2	1
LINC00673	NR_137281	2522	282	316	379	178	209	207
SLC39A11	NM_139177	2732	1707	2550	1924	1213	1484	1672
SLC39A11	NM_001352692	2869	1818	2695	2030	1313	1580	1779
LINC00673	NR_036488	2257	241	254	302	133	173	170
LINC00469	NR_027146	1549	0	4	0	0	0	0
LINC02092	NR_040020	2474	0	0	0	0	0	0
GRB2	NM_203506	3181	43126	59983	49196	32853	36057	38149
GRIN2C	NM_000835	4271	5	20	11	16	4	6
SLC16A5	NM_001369668	3044	132	193	146	95	119	99
CD300LF	NM_001289083	1755	0	0	0	1	0	0
CD300LF	NM_001289082	1770	0	0	0	1	0	0
NUP85	NM_001330472	2242	7792	11312	8958	6394	6237	7207
GRIN2C	NR_103735	4266	5	20	11	16	4	3
HID1-AS1	NR_110878	830	0	0	0	0	0	0
SLC16A5	NM_001271765	1979	104	155	115	89	89	73
NUP85	NM_024844	2133	8989	13137	10414	7554	7297	8248
NUP85	NM_001303276	2269	8016	11809	9184	6620	6486	7257
GRB2	NM_002086	3273	47307	65809	54404	36128	39450	42161
CD300LF	NM_139018	1709	0	0	0	1	0	0
CD300LF	NM_001289084	1754	0	0	0	1	0	0
SLC16A5	NM_004695	1938	100	145	105	86	83	70
CD300LD	NM_001115152	1303	0	0	0	0	0	0
CD300LF	NM_001289085	1883	0	0	0	1	0	0
CD300LF	NM_001289086	1905	0	0	0	1	0	0
CD300LF	NM_001289087	1686	0	0	0	1	0	0
RAB37	NM_175738	3031	2359	2919	2550	1522	1837	1836
CD300LF	NR_110298	1747	0	0	0	1	0	0
RECQL5	NM_004259	3669	3172	4848	3448	2547	2490	2717
EVPL	NM_001320747	6534	3	2	2	0	1	1
RNF157-AS1	NR_040017	2177	13	10	9	7	8	7
QRICH2	NR_130649	2450	113	155	135	80	78	81
RNF157	NM_001330501	4988	681	948	779	529	459	516
GALK1	NM_000154	1397	2869	3821	3269	2505	2424	2540
RNF157	NM_052916	5054	704	1001	802	548	477	537
EVPL	NM_001988	6468	3	2	2	0	1	1
UBE2O	NM_022066	5377	13647	19649	15468	11219	11610	12455
TRIM65	NM_173547	3384	5938	8567	6673	4595	5060	5024
QRICH2	NM_032134	5359	160	240	225	100	129	121
TRIM65	NM_001256124	3318	5382	7837	6040	4204	4625	4591
SEC14L1	NM_001143998	5498	15681	26805	18003	13270	12659	15792
SEC14L1	NM_003003	5445	15062	25734	17326	12734	12131	15171
SEC14L1	NM_001204408	3318	9955	16965	11400	8686	7864	9903
SEC14L1	NM_001204410	5582	15109	25843	17384	12789	12177	15250
SEPTIN9	NM_001293698	3312	109805	157456	119700	81235	95350	105405
SEPTIN9	NM_001293697	3020	110282	158297	119977	81836	95972	105876
SEPTIN9	NM_001293696	3039	108526	155802	118390	80077	94390	104280
SEPTIN9	NM_001293695	3676	113315	162599	123740	84118	98657	108894
SEC14L1	NM_001144001	5332	14220	24283	16404	12091	11598	14392
MGAT5B	NM_198955	4060	4	15	5	4	8	2
MGAT5B	NM_001199172	4560	6	15	5	4	8	3
MGAT5B	NM_144677	4554	6	15	5	4	8	3
SEPTIN9	NM_001113492	4000	113492	162827	123951	84222	98787	109044
SEPTIN9	NM_001113491	3733	113974	163484	124481	84767	99321	109564
SEPTIN9	NM_001113496	3013	109485	157286	119741	80997	95450	105448
SEPTIN9	NM_001113494	3939	113290	162554	123714	84045	98599	108831
SEPTIN9	NM_001113493	3836	113252	162521	123691	84059	98607	108808
SEPTIN9	NM_006640	4457	114027	163603	124655	84600	99188	109527
SEC14L1	NM_001039573	2969	10125	17316	11597	8828	8048	10075
SEC14L1	NM_001143999	5494	15120	25878	17411	12833	12196	15240
